benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-maxmem-mon,vamos-eventsnum,vamos-dropped,vamos-holes
mix054_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18964,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1768,3412,36,0,0
mix054_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18832,0,0.45,0.02,0.47,50268,0,0.0,0.0,0.16,1744,3600,26,0,0
mix055.opt.i , 0,0.0,0.01,0.52,18844,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1788,3508,51,0,0
mix055_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18832,0,0.44,0.03,0.47,49804,0,0.0,0.0,0.16,1804,3508,81,0,0
mix055_tso.oepc.i , 0,0.0,0.01,0.13,19564,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1924,3456,81,0,0
mix056_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18960,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1816,3536,58,0,0
mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18900,0,0.44,0.02,0.46,50524,0,0.0,0.0,0.16,1780,3428,38,0,0
mix057_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.51,18904,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1752,3452,61,0,0
mix057_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18856,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1680,3448,50,0,0
nondet-array-1.i , 0,0.0,0.0,0.13,19112,0,0.43,0.01,0.57,49808,0,0.0,0.0,0.16,1688,3292,0,0,0
nondet-array-2.i , 0,0.0,0.0,0.13,18896,0,0.44,0.01,0.57,49808,0,0.0,0.0,0.16,1592,3344,0,0,0
nondet-loop-bound-1.i , 0,0.0,0.0,0.13,18960,0,0.42,0.02,0.57,50256,0,0.0,0.0,0.16,1592,3464,3,0,0
nondet-loop-bound-2.i , 0,0.0,0.0,0.13,19012,0,0.43,0.01,0.57,50260,0,0.0,0.0,0.16,1696,3600,3,0,0
nondet-loop-bound-variant-1.i , 0,0.0,0.01,0.13,19056,0,0.43,0.02,0.58,50264,0,0.0,0.0,0.16,1612,3424,3,0,0
nondet-loop-bound-variant-2.i , 0,0.0,0.01,0.13,19012,0,0.43,0.02,0.58,50260,0,0.0,0.0,0.16,1600,3452,3,0,0
peterson-b.i , 1,0.0,0.01,0.52,19060,4,0.45,0.01,0.46,50512,8,0.0,0.0,0.04,1748,3648,12,0,0
peterson.i , 0,0.0,0.0,0.01,18856,0,0.43,0.03,0.47,49820,0,0.0,0.0,0.04,1748,3348,38,0,0
pthread-demo-datarace-1.i , 0,0.0,0.01,0.01,18724,0,0.43,0.04,0.47,50248,0,0.0,0.0,0.04,1752,3368,145,0,0
pthread-demo-datarace-2.i , 1,0.0,0.01,0.64,20300,4,0.45,0.02,0.6,50252,8,0.0,0.0,0.16,1704,3388,26,0,0
pthread-demo-datarace-3.i , 0,0.0,0.0,0.01,18876,2,0.46,0.01,0.6,50252,0,0.0,0.0,0.16,1824,3452,184,0,0
pthread-finding-k-matches.i , 0,0.0,0.0,0.01,18496,0,0.45,0.02,0.6,49828,0,0.0,0.0,0.04,1592,10996,1006,0,0
pthread-numerical-integration.i , 0,0.0,0.01,0.13,19204,0,0.45,0.01,0.58,50252,0,0.0,0.0,0.16,1596,3360,4,0,0
queue.i , 0,0.0,0.0,0.01,18892,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.04,1740,3424,147,0,0
queue_longer.i , 0,0.0,0.01,0.01,19012,0,0.47,0.02,0.49,50236,0,0.0,0.0,0.04,1904,3680,2433,0,0
queue_longest.i , 0,0.0,0.01,0.01,19000,0,0.47,0.02,0.49,50236,0,0.0,0.0,0.04,1756,4112,5475,867,2
queue_ok.i , 0,0.0,0.0,0.01,18880,0,0.45,0.02,0.47,50276,0,0.0,0.0,0.04,1736,3408,17,0,0
queue_ok_longer.i , 0,0.0,0.01,0.01,18876,0,0.44,0.03,0.47,50252,0,0.0,0.0,0.04,1736,3468,17,0,0
queue_ok_longest.i , 0,0.0,0.01,0.01,18784,0,0.44,0.03,0.48,50252,0,0.0,0.0,0.04,1792,3408,17,0,0
qw2004-1.i , 0,0.0,0.0,0.52,18984,0,0.42,0.04,0.46,50516,0,0.0,0.0,0.04,1616,3320,14,0,0
qw2004-2.i , 0,0.0,0.01,0.52,18916,0,0.43,0.03,0.46,49816,0,0.0,0.0,0.04,1596,3480,19,0,0
qw2004-2b.i , 0,0.0,0.0,0.52,18980,0,0.46,0.0,0.46,50236,0,0.0,0.0,0.04,1892,3384,21,0,0
qw2004_variant.i , 0,0.0,0.01,1.53,19072,0,0.45,0.01,0.47,50520,0,0.0,0.0,0.04,1796,3724,50,0,0
reorder_2-2.i , 1,0.0,0.0,0.52,19248,4,0.44,0.02,0.47,50532,6,0.0,0.0,0.04,1776,3492,29,0,0
reorder_2.i , 1,0.0,0.01,0.52,19364,4,0.44,0.02,0.47,50520,6,0.0,0.0,0.04,1784,3432,29,0,0
reorder_5-2.i , 2,0.0,0.01,0.52,19220,4,0.45,0.01,0.47,50524,8,0.0,0.0,0.04,1824,3436,35,0,0
reorder_5.i , 2,0.0,0.01,0.52,19392,4,0.46,0.0,0.47,50236,8,0.0,0.0,0.04,1780,3680,35,0,0
reorder_c11_bad-10.i , 2,0.0,0.01,0.52,19364,2,0.43,0.04,0.47,50508,2,0.0,0.0,0.04,1740,3756,110,0,0
reorder_c11_bad-20.i , 2,0.0,0.01,0.52,19384,2,0.44,0.04,0.47,50508,2,0.0,0.0,0.04,1924,3744,210,0,0
reorder_c11_bad-30.i , 2,0.0,0.01,0.53,19436,2,0.46,0.01,0.48,50508,2,0.0,0.0,0.04,1964,3940,310,0,0
reorder_c11_bad-40.i , 2,0.0,0.01,0.52,19504,2,0.45,0.03,0.48,50508,2,0.0,0.0,0.04,2124,4132,410,0,0
reorder_c11_bad-50.i , 2,0.0,0.01,0.52,19580,2,0.45,0.04,0.49,50508,2,0.0,0.0,0.04,2068,4428,510,0,0
reorder_c11_good-10.i , 0,0.0,0.0,0.01,18848,0,0.44,0.02,0.47,50248,0,0.0,0.0,0.04,1832,3760,88,0,0
reorder_c11_good-20.i , 0,0.0,0.01,0.01,18952,0,0.45,0.02,0.48,50252,0,0.0,0.0,0.04,1908,3740,168,0,0
reorder_c11_good-30.i , 0,0.0,0.0,0.01,19228,0,0.46,0.02,0.48,50252,0,0.0,0.0,0.04,2004,3944,248,0,0
reorder_c11_good-40.i , 0,0.0,0.0,0.01,19364,0,0.46,0.03,0.49,50252,0,0.0,0.0,0.04,2068,4172,328,0,0
reorder_c11_good-50.i , 0,0.0,0.01,0.01,19312,0,0.45,0.04,0.49,50252,0,0.0,0.0,0.04,2144,4388,408,0,0
rfi000_power.oepc_pso.oepc_rmo.oepc.i , 0,0.01,0.0,0.51,19040,0,0.45,0.01,0.46,50528,0,0.0,0.0,0.16,1728,3356,36,0,0
rfi000_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18872,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1772,3512,26,0,0
rfi000_tso.i , 0,0.01,0.0,0.51,19016,0,0.43,0.03,0.46,50532,0,0.0,0.0,0.16,1816,3388,26,0,0
rfi001_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.51,18996,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1828,3424,36,0,0
rfi001_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18868,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1744,3416,26,0,0
rfi002_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18784,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1836,3424,46,0,0
rfi002_tso.i , 0,0.0,0.0,0.52,18848,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1764,3680,46,0,0
rfi003_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18792,0,0.43,0.03,0.47,50516,0,0.0,0.0,0.16,1740,3416,30,0,0
rfi003_tso.i , 0,0.0,0.0,0.51,19000,0,0.43,0.03,0.47,50520,0,0.0,0.0,0.16,1836,3524,37,0,0
rfi004.i , 0,0.0,0.0,0.52,18948,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1736,3420,30,0,0
rfi005.i , 0,0.01,0.0,0.13,19732,0,0.45,0.02,0.6,50236,0,0.0,0.0,0.16,1844,3348,30,0,0
rfi006_power.oepc.i , 0,0.0,0.0,0.51,19072,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1816,3500,61,0,0
rfi006_power.opt.i , 0,0.0,0.0,0.52,19076,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1800,3440,61,0,0
rfi006_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1780,3372,74,0,0
rfi006_rmo.i , 0,0.0,0.0,0.52,19036,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1792,3516,56,0,0
rfi007_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18716,0,0.44,0.03,0.47,50268,0,0.0,0.0,0.16,1740,3528,36,0,0
rfi007_tso.i , 0,0.0,0.01,0.52,18964,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1772,3424,26,0,0
rfi008.oepc.i , 0,0.0,0.0,0.51,19072,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1768,3488,51,0,0
rfi008.opt.i , 0,0.0,0.0,0.51,18868,0,0.43,0.03,0.46,50268,0,0.0,0.0,0.16,1832,3428,32,0,0
rfi009_power.oepc.i , 0,0.0,0.0,0.52,19068,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1796,3488,62,0,0
rfi009_power.opt_pso.oepc_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,18892,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3372,76,0,0
rfi009_rmo.oepc.i , 0,0.01,0.0,0.52,19060,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1844,3536,57,0,0
rfi010.i , 0,0.0,0.0,0.52,19008,0,0.46,0.0,0.46,50268,0,0.0,0.0,0.16,1756,3492,30,0,0
ring_1w1r-1.i , 0,0.0,0.0,0.13,19584,0,0.45,0.02,0.6,49572,152,0.0,0.0,0.16,1728,3500,570,0,0
ring_1w1r-2.i , 6,0.52,0.0,0.52,19056,TO,None,None,None,None,2392,0.0,0.0,0.04,1732,3476,1181,0,0
ring_2w1r-1.i , 6,0.53,0.0,0.52,19316,TO,None,None,None,None,3544,0.0,0.0,0.04,1808,3508,1434,0,0
ring_2w1r-2.i , 5,0.53,0.0,0.64,20468,TO,None,None,None,None,4696,0.0,0.0,0.04,1736,3560,1256,0,0
safe000_power.oepc.i , 0,0.0,0.0,0.52,19080,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1788,3500,56,0,0
safe000_power.opt.i , 0,0.0,0.0,0.52,19080,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1748,3508,76,0,0
safe000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18948,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1664,3356,32,0,0
safe000_rmo.i , 0,0.0,0.0,0.52,19076,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1804,3616,51,0,0
safe001_power.oepc.i , 0,0.0,0.0,0.52,19036,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1772,3532,55,0,0
safe001_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18896,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1840,3428,59,0,0
safe001_rmo.oepc.i , 0,0.0,0.01,0.51,18896,0,0.44,0.01,0.46,50536,0,0.0,0.0,0.16,1780,3488,50,0,0
safe001_tso.i , 0,0.0,0.0,0.52,18936,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.16,1840,3416,31,0,0
safe002_power.oepc.i , 0,0.0,0.0,0.52,18884,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1756,3368,56,0,0
safe002_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18944,0,0.44,0.02,0.47,50264,0,0.0,0.0,0.16,1792,3540,61,0,0
safe002_rmo.oepc.i , 0,0.0,0.0,0.51,18988,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1780,3528,51,0,0
safe002_tso.i , 0,0.0,0.0,0.52,18956,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1796,3604,32,0,0
safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18892,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1748,3444,59,0,0
safe003_power.opt.i , 0,0.0,0.0,0.52,19064,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1844,3448,75,0,0
safe003_tso.i , 0,0.0,0.0,0.52,19124,0,0.43,0.03,0.47,50240,0,0.0,0.0,0.16,1768,3476,31,0,0
safe004_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18956,0,0.45,0.01,0.47,50524,0,0.0,0.0,0.16,1788,3372,58,0,0
safe004_power.opt_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,18876,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1788,3436,58,0,0
safe004_tso.i , 0,0.0,0.01,0.52,18904,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.17,1820,3508,30,0,0
safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,19004,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.16,1792,3436,62,0,0
safe005_tso.i , 0,0.0,0.01,0.52,19044,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1772,3524,33,0,0
safe006_power.oepc-thin000_power.oepc.i , 0,0.0,0.0,0.52,18876,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1740,3424,35,0,0
safe006_power.opt-thin000_power.opt.i , 0,0.0,0.0,0.51,18780,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1748,3528,37,0,0
safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18824,0,0.44,0.02,0.47,49820,0,0.0,0.0,0.16,1792,3340,19,0,0
safe006_rmo.oepc_rmo.opt-thin000_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18780,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1908,3416,30,0,0
safe007_power.oepc-thin001_power.oepc.i , 0,0.0,0.0,0.52,18872,0,0.44,0.02,0.46,50524,0,0.0,0.0,0.16,1764,3492,48,0,0
safe007_power.opt-thin001_power.opt.i , 0,0.0,0.01,0.52,18920,0,0.44,0.02,0.46,50228,0,0.0,0.0,0.16,1760,3520,52,0,0
safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19040,0,0.45,0.01,0.47,49816,0,0.0,0.0,0.16,1788,3416,32,0,0
safe007_rmo.oepc_rmo.opt-thin001_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18872,0,0.44,0.03,0.47,50524,0,0.0,0.0,0.16,1736,3440,43,0,0
safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.51,19000,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1756,3540,59,0,0
safe008_power.opt.i , 0,0.0,0.0,0.52,19080,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1844,3404,75,0,0
safe008_tso.i , 0,0.0,0.01,0.51,18964,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1816,3428,31,0,0
safe009_power.oepc.i , 0,0.0,0.01,0.52,19008,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1808,3532,28,0,0
safe009_power.opt.i , 0,0.0,0.0,0.52,19016,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1920,3496,76,0,0
safe009_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,19008,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1756,3348,32,0,0
safe009_rmo.oepc.i , 0,0.0,0.0,0.52,18932,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3536,51,0,0
safe009_rmo.opt.i , 0,0.0,0.0,0.52,19032,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1912,3612,59,0,0
safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18916,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1788,3424,36,0,0
safe010_tso.i , 0,0.0,0.0,0.52,19156,0,0.45,0.01,0.46,50248,0,0.0,0.0,0.16,1752,3472,18,0,0
safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18896,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3436,58,0,0
safe011_power.opt_pso.opt.i , 0,0.0,0.0,0.52,18952,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1760,3484,58,0,0
safe011_tso.i , 0,0.0,0.0,0.52,18972,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1800,3424,30,0,0
safe012_power.oepc.i , 0,0.0,0.01,0.52,18956,0,0.43,0.03,0.47,49820,0,0.0,0.0,0.16,1784,3436,48,0,0
safe012_power.opt.i , 0,0.01,0.0,0.52,19036,0,0.44,0.02,0.47,50224,0,0.0,0.0,0.16,1912,3384,52,0,0
safe012_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,19112,0,0.45,0.01,0.46,50268,0,0.0,0.0,0.16,1744,3440,61,0,0
safe012_rmo.oepc.i , 0,0.0,0.0,0.52,18932,0,0.45,0.02,0.47,50240,0,0.0,0.0,0.16,1752,3424,43,0,0
safe012_tso.i , 0,0.0,0.0,0.52,19080,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1732,3492,32,0,0
safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18996,0,0.43,0.03,0.47,50524,0,0.0,0.0,0.16,1804,3440,62,0,0
safe013_tso.i , 0,0.0,0.0,0.52,18820,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1840,3476,33,0,0
safe014_power.oepc.i , 0,0.0,0.0,0.52,18884,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1772,3492,48,0,0
safe014_power.opt.i , 0,0.0,0.01,0.52,18880,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1816,3448,48,0,0
safe014_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18884,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1740,3488,32,0,0
safe014_rmo.oepc.i , 0,0.0,0.01,0.52,19068,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1768,3496,43,0,0
safe014_rmo.opt.i , 0,0.0,0.0,0.52,19084,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.16,1768,3428,49,0,0
safe015_power.oepc.i , 0,0.0,0.01,0.13,19696,0,0.44,0.04,0.6,50524,0,0.0,0.0,0.16,1904,3604,45,0,0
safe015_power.opt.i , 0,0.0,0.0,0.52,18988,0,0.44,0.02,0.47,50536,0,0.0,0.0,0.16,1920,3540,50,0,0
safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18948,0,0.44,0.02,0.46,50504,0,0.0,0.0,0.16,1760,3356,33,0,0
safe015_rmo.i , 0,0.0,0.0,0.52,18872,0,0.45,0.01,0.47,49804,0,0.0,0.0,0.16,1744,3424,50,0,0
safe016_power.oepc.i , 0,0.0,0.01,0.51,19060,0,0.43,0.03,0.46,49824,0,0.0,0.0,0.16,1784,3540,65,0,0
safe016_power.opt.i , 0,0.0,0.0,0.51,19112,0,0.46,0.0,0.47,50248,0,0.0,0.0,0.16,1928,3416,81,0,0
safe016_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19020,0,0.43,0.02,0.46,50244,0,0.0,0.0,0.16,1772,3536,41,0,0
safe016_rmo.oepc.i , 0,0.0,0.0,0.52,19068,0,0.44,0.02,0.47,50536,0,0.0,0.0,0.16,1756,3376,40,0,0
safe016_rmo.opt.i , 0,0.0,0.01,0.51,18996,0,0.44,0.03,0.47,49812,0,0.0,0.0,0.16,1804,3540,76,0,0
safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19000,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.16,1760,3432,55,0,0
safe017_tso.i , 0,0.0,0.01,0.52,19072,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.16,1756,3420,27,0,0
safe018_power.oepc.i , 0,0.0,0.0,0.52,19068,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1916,3540,45,0,0
safe018_power.opt.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1764,3548,58,0,0
safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18812,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1752,3488,29,0,0
safe018_rmo.oepc.i , 0,0.0,0.0,0.52,18932,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1760,3436,40,0,0
safe018_rmo.opt.i , 0,0.0,0.0,0.52,19008,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1844,3488,46,0,0
safe019_power.oepc.i , 0,0.0,0.0,0.52,19064,0,0.44,0.03,0.47,50532,0,0.0,0.0,0.16,1804,3520,66,0,0
safe019_power.opt.i , 0,0.0,0.0,0.52,19108,0,0.46,0.0,0.47,49812,0,0.0,0.0,0.16,1780,3460,97,0,0
safe019_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19140,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1768,3436,42,0,0
safe019_rmo.oepc.i , 0,0.0,0.01,0.52,18928,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1932,3452,61,0,0
safe019_rmo.opt.i , 0,0.0,0.0,0.52,18964,0,0.45,0.02,0.47,49812,0,0.0,0.0,0.16,1768,3636,78,0,0
safe020_power.i , 0,0.01,0.0,0.52,18964,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1760,3444,59,0,0
safe020_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19072,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1800,3408,30,0,0
safe020_rmo.i , 0,0.0,0.0,0.52,19092,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.17,1824,3600,47,0,0
safe021_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,19024,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1912,3620,58,0,0
safe021_power.opt_pso.opt.i , 0,0.0,0.01,0.52,19140,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1920,3544,58,0,0
safe021_tso.i , 0,0.0,0.0,0.52,19020,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1764,3428,30,0,0
safe022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19000,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1760,3488,36,0,0
safe022_tso.i , 0,0.0,0.0,0.13,19672,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1756,3516,18,0,0
safe023_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,19016,0,0.42,0.04,0.46,50252,0,0.0,0.0,0.16,1740,3544,78,0,0
safe023_tso.i , 0,0.0,0.01,0.52,19028,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1844,3528,33,0,0
safe024_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.51,18884,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.16,1760,3444,62,0,0
safe024_tso.i , 0,0.0,0.01,0.52,19020,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1668,3424,33,0,0
safe025_power.i , 0,0.01,0.0,0.13,19796,0,0.45,0.01,0.6,50520,0,0.0,0.0,0.16,1856,3488,45,0,0
safe025_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18940,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1908,3424,33,0,0
safe025_rmo.i , 0,0.0,0.0,0.52,19092,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1672,3372,50,0,0
safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18912,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1844,3440,55,0,0
safe026_tso.i , 0,0.0,0.0,0.52,19112,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1784,3424,27,0,0
safe027_power.oepc.i , 0,0.0,0.0,0.52,18840,0,0.43,0.03,0.47,50536,0,0.0,0.0,0.16,1804,3516,68,0,0
safe027_power.opt.i , 0,0.0,0.0,0.52,18968,0,0.46,0.01,0.47,49812,0,0.0,0.0,0.16,1804,3464,98,0,0
safe027_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19048,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.16,1684,3444,43,0,0
safe027_rmo.i , 0,0.0,0.0,0.52,18992,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1788,3632,63,0,0
safe028_power.i , 0,0.0,0.0,0.52,19044,0,0.46,0.01,0.47,50528,0,0.0,0.0,0.16,1756,3452,59,0,0
safe028_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18864,0,0.46,0.0,0.46,50240,0,0.0,0.0,0.16,1780,3480,30,0,0
safe028_rmo.i , 0,0.0,0.0,0.51,18896,0,0.44,0.03,0.47,50532,0,0.0,0.0,0.16,1844,3500,31,0,0
safe029_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18928,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1812,3508,36,0,0
safe029_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.51,18984,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1908,3412,26,0,0
safe029_tso.i , 0,0.0,0.0,0.52,19020,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1756,3400,18,0,0
